corporate_number,name,location,postal_code,status,update_date,founded_year,都道府県,longitude,latitude
1460101007319,株式会社ケイシステム,北海道帯広市東二条南１５丁目１０番地２ぜんりん第３ビル５−Ｅ,800802.0,,2023-01-31 00:00:00+09:00,2023,北海道,143.209839,42.915638
1460103001195,株式会社更別プリディクション,北海道河西郡更別村字更南南七線４３番地,891541.0,,2022-05-27 00:00:00+09:00,2019,北海道,143.146515,42.597549
1460105002200,一般社団法人にほんごさぽーと北海道,北海道河東郡音更町新通１１丁目４番地３５,800104.0,,2020-06-26 00:00:00+09:00,2020,北海道,143.204254,42.993622
1460303000781,合同会社ワイルドライフプロ,北海道斜里郡斜里町朝日町７番地５４,994114.0,,2022-12-05 00:00:00+09:00,2022,北海道,144.677963,43.912693
2430001078429,株式会社ノースディテール,北海道札幌市中央区北一条西１丁目６番地,600001.0,,2020-04-27 00:00:00+09:00,2019,北海道,141.355698,43.062832
2430001079278,株式会社ファイブシーズメディカル,北海道札幌市中央区北一条西１３丁目４番地,600001.0,,2023-04-03 00:00:00+09:00,2019,北海道,141.336746,43.060604
2430001082579,株式会社広瀬商店,北海道登別市鷲別町４丁目１７番地２,590034.0,,2020-10-21 00:00:00+09:00,2020,北海道,141.05043,42.361942
2430001082703,株式会社池田組,北海道札幌市東区北三十六条東２３丁目８番２４号,70836.0,,2020-11-10 00:00:00+09:00,2020,北海道,141.383453,43.105347
2430001085994,株式会社アーバン・クリーク,北海道札幌市中央区北一条西２０丁目３番２６号岸本ビル３Ｆ,640821.0,,2022-02-15 00:00:00+09:00,2022,北海道,141.326202,43.059669
2430001086118,大熊ダイヤモンドデバイス株式会社,北海道札幌市北区北二十一条西１２丁目２北大ビジネススプリング,10021.0,,2023-06-20 00:00:00+09:00,2022,北海道,141.332474,43.084858
2430001086332,日本環境設備株式会社,北海道札幌市豊平区月寒東二条１６丁目１１番３号,620052.0,,2022-04-04 00:00:00+09:00,2022,北海道,141.414047,43.018497
2430003010637,Ｔｅｘｔｉｌｅ　Ｉｍｐｏｒｔ合同会社,北海道札幌市西区西野五条２丁目８番４３号,630035.0,,2019-07-23 00:00:00+09:00,2019,北海道,141.277084,43.068775
2430003011123,合同会社Ｎｉｔａ　Ｌｉｍｏ,北海道小樽市稲穂３丁目１６番サン・スタスィオン１０１号室,470032.0,,2023-03-08 00:00:00+09:00,2019,北海道,140.994858,43.200249
2430005014041,土地家屋調査士法人小西事務所,北海道滝川市緑町１丁目５番２２号,730023.0,,2020-11-20 00:00:00+09:00,2020,北海道,141.918167,43.555836
2430005014322,弁護士法人みずなら総合法律事務所,北海道札幌市中央区大通西１０丁目４番１６ダンロップＳＫビル４階,600042.0,,2022-01-18 00:00:00+09:00,2021,北海道,141.342041,43.058464
2440001008649,ミナミ石油道南株式会社,北海道函館市海岸町７番１０号,400061.0,,2020-01-28 00:00:00+09:00,2020,北海道,140.730255,41.78059
2450001012674,株式会社服部産業,北海道苫前郡苫前町字古丹別２７２番地,783621.0,,2019-03-14 00:00:00+09:00,2019,北海道,141.719177,44.267033
2450001013284,北海アサノロックラー株式会社,北海道士別市南町東４区４７３番地３４,950046.0,,2021-04-09 00:00:00+09:00,2021,北海道,142.40329,44.155655
3430001079426,株式会社ＤＯＶＥ,北海道千歳市弥生３丁目１５番６号,660024.0,,2021-10-13 00:00:00+09:00,2019,北海道,141.680237,42.835949
3430001081539,ロジスネクスト北海道株式会社,北海道札幌市白石区流通センター６丁目３番１号,30030.0,,2021-07-16 00:00:00+09:00,2020,北海道,141.45163,43.036255
3430001085275,株式会社アーバン・クラン,北海道札幌市豊平区月寒東一条７丁目５番１５号クロップビル１階,620051.0,,2022-01-27 00:00:00+09:00,2021,北海道,141.399872,43.031624
3430001085515,Ａｘｉｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ株式会社,北海道札幌市中央区円山西町９丁目３番３８号レジデンス円山西町２階,640944.0,,2021-12-07 00:00:00+09:00,2021,北海道,141.309509,43.044624
3430001085564,株式会社Ｍｔ．,北海道美唄市字美唄１０６３番地１（進徳町２区）,720000.0,,2021-12-14 00:00:00+09:00,2021,北海道,141.847275,43.34684
3430003014505,合同会社ドウキョウ,北海道札幌市西区宮の沢一条２丁目８−２,630051.0,,2023-01-31 00:00:00+09:00,2022,北海道,141.272614,43.089989
3430005013827,一般社団法人タンチョウ研究所,北海道札幌市豊平区西岡三条９丁目１１番１６号,620033.0,,2020-01-08 00:00:00+09:00,2019,北海道,141.383224,43.0047
3430005014123,北海道油脂事業協同組合,北海道札幌市白石区北郷２４０５番地２７,30849.0,,2021-03-10 00:00:00+09:00,2021,北海道,141.426895,43.072269
3430005014726,一般社団法人北海道ねっとわーく,北海道札幌市中央区南八条西２丁目５−７４市民活動プラザ星園３０６号室,640808.0,,2023-06-01 00:00:00+09:00,2023,北海道,141.357147,43.05098
3450001013440,株式会社プレミアム運輸,北海道旭川市大雪通９丁目５１２番地３７,700010.0,,2022-10-05 00:00:00+09:00,2021,北海道,142.390793,43.786549
3450001013812,岡田不動産鑑定株式会社,北海道旭川市豊岡四条３丁目７番６号デベックス豊岡４・３　３０５号室,788234.0,,2022-10-06 00:00:00+09:00,2022,北海道,142.397446,43.760353
3460101006772,イーアシスト株式会社,北海道帯広市西十八条南４丁目２０番１４号,800028.0,,2020-05-11 00:00:00+09:00,2020,北海道,143.162476,42.91077
3460305001925,一般社団法人ドット道東,北海道北見市高栄西町８丁目４番７号,900058.0,,2019-05-21 00:00:00+09:00,2019,北海道,143.857086,43.813019
3462501000900,株式会社幸建舎,北海道野付郡別海町別海１２９番地の４４,860216.0,,2021-05-20 00:00:00+09:00,2021,北海道,145.179489,43.374466
4430001078716,株式会社アートラボ,北海道札幌市西区二十四軒三条５丁目１番１４号,630803.0,,2019-04-10 00:00:00+09:00,2019,北海道,141.310226,43.071423
4430001079136,株式会社ＭＩＫＵＲＵＩＴ,北海道札幌市中央区北六条西１８丁目１１番１号,600006.0,,2020-04-14 00:00:00+09:00,2019,北海道,141.327255,43.065071
4430001080556,株式会社Ｏｎｅ　Ｓｋｙ,北海道札幌市西区西野一条９丁目１５番７号,630031.0,,2020-01-08 00:00:00+09:00,2019,北海道,141.271667,43.084068
4430001082305,株式会社オアシスｐｌｕｓ,北海道札幌市清田区真栄四条１丁目２番１号,40834.0,,2020-09-11 00:00:00+09:00,2020,北海道,141.439301,42.989643
4430001082602,株式会社Ｂｌｏｏｍ,北海道札幌市西区発寒五条８丁目５番２３号,630825.0,,2020-10-26 00:00:00+09:00,2020,北海道,141.28392,43.087551
4430001083113,株式会社ノースコミュニケーション,北海道札幌市北区北七条西４丁目３番地１,600807.0,,2022-09-09 00:00:00+09:00,2021,北海道,141.34906,43.069229
4430001086719,株式会社ＴＭＭＲ,北海道札幌市豊平区月寒東四条１８丁目１番１３号,620054.0,,2022-05-25 00:00:00+09:00,2022,北海道,141.424805,43.022087
4430001087568,株式会社エコエネルギー,北海道岩見沢市栗沢町本町１３７番３,680127.0,,2022-10-04 00:00:00+09:00,2022,北海道,141.742844,43.118664
4430001088806,株式会社Ｂｏｒｄ,北海道札幌市北区拓北三条３丁目５番８号,28063.0,,2023-04-11 00:00:00+09:00,2023,北海道,141.380264,43.151093
4430003012425,合同会社ＣＳ空調,北海道北広島市西の里東４丁目９番地１,611105.0,,2021-02-10 00:00:00+09:00,2021,北海道,141.507599,43.013378
4440001008507,昭栄自動車株式会社,北海道二海郡八雲町浜松１９６番地７,493124.0,,2019-05-15 00:00:00+09:00,2019,北海道,140.297073,42.239666
4460103001366,合同会社嶋田組,北海道河西郡芽室町東七条３丁目３番地１３,820017.0,,2022-04-01 00:00:00+09:00,2022,北海道,143.059189,42.913277
4460305001932,一般社団法人知床しゃり,北海道斜里郡斜里町本町２９番地８,994113.0,,2019-08-08 00:00:00+09:00,2019,北海道,144.666718,43.911407
5430001082089,株式会社ＯＲＧＯ,北海道札幌市中央区大通西１８丁目２−７アジエステート大通西プラザ２階,600042.0,,2020-08-14 00:00:00+09:00,2020,北海道,141.329483,43.057468
5430001082824,ＭＥＤＩＡ　ＷＡＲＰ株式会社,北海道札幌市手稲区前田一条８丁目４番１号,60811.0,,2020-12-01 00:00:00+09:00,2020,北海道,141.253036,43.117062
5430001084564,株式会社第３惑星,北海道札幌市中央区宮の森一条１１丁目２番,640951.0,,2021-07-09 00:00:00+09:00,2021,北海道,141.304459,43.056278
5430003011351,株式会社ガーデンプランニング,北海道札幌市南区石山二条７丁目１２番３９号,50842.0,,2023-06-02 00:00:00+09:00,2020,北海道,141.319153,42.961407
5430003012135,合同会社クラウドエンジン,北海道札幌市中央区南二条東２丁目１６番地,600052.0,,2022-06-16 00:00:00+09:00,2020,北海道,141.359787,43.059395
5430005014253,一般社団法人スポーツ環境デザイン研究所,北海道江別市上江別西町４番地の３０ＣＵＢＥ１０２,670063.0,,2021-08-19 00:00:00+09:00,2021,北海道,141.552094,43.106838
5440001009140,株式会社エイアールビズ,北海道北斗市七重浜４丁目２８番３２号,490111.0,,2022-09-06 00:00:00+09:00,2022,北海道,140.714767,41.817989
5460001005749,株式会社ハイブリッチカンパニー,北海道釧路市松浦町１４番１２号,850005.0,,2022-12-05 00:00:00+09:00,2022,北海道,144.39006,42.995083
6430001080174,夏花エージェント株式会社,北海道石狩市花畔四条１丁目１８７番地,613284.0,,2019-11-11 00:00:00+09:00,2019,北海道,141.317001,43.177296
6430001080570,株式会社Ｔ．Ｋ．Ｃ,北海道札幌市北区篠路町拓北３１番地４７,28054.0,,2023-06-09 00:00:00+09:00,2019,北海道,141.380753,43.145374
6430001081008,エミヤエリアパートナーズ株式会社,北海道札幌市白石区流通センター７丁目８番１号,30030.0,,2020-03-09 00:00:00+09:00,2020,北海道,141.452652,43.038795
6430001082393,株式会社辰匠,北海道札幌市中央区北十四条西１５丁目７番３４号,600014.0,,2022-06-23 00:00:00+09:00,2020,北海道,141.333023,43.073982
6430001084134,株式会社アクティブメディカル,北海道札幌市東区北十七条東１丁目６番２１号,650017.0,,2021-10-06 00:00:00+09:00,2021,北海道,141.353668,43.0816
6430001084943,株式会社笹木商会,北海道札幌市白石区中央三条１丁目２番４号,30013.0,,2021-09-09 00:00:00+09:00,2021,北海道,141.395264,43.060875
6430001085198,シオン電機株式会社,北海道札幌市白石区北郷二条１丁目４番１３号,30832.0,,2022-03-28 00:00:00+09:00,2021,北海道,141.406845,43.063183
6430001086353,株式会社ひだかミート,北海道日高郡新ひだか町静内御幸町２丁目１番４９号,560017.0,,2022-04-12 00:00:00+09:00,2022,北海道,142.366135,42.33839
6430001086989,株式会社ＢＣＣ,北海道札幌市白石区南郷通１４丁目北２−６クイーンズコート南郷４０３,30023.0,,2022-07-11 00:00:00+09:00,2022,北海道,141.423645,43.036236
6430001086997,アイピープラス株式会社,北海道札幌市中央区円山西町５丁目３番５５号,640944.0,,2022-07-13 00:00:00+09:00,2022,北海道,141.304764,43.038624
6430001087979,薬剤師サポート株式会社,北海道苫小牧市表町１丁目４番５号,530022.0,,2022-12-08 00:00:00+09:00,2022,北海道,141.602036,42.634521
6430003013652,北海道防災行政合同会社,北海道滝川市黄金町西３丁目３番３号,730011.0,,2022-02-25 00:00:00+09:00,2022,北海道,141.915482,43.576424
6430003014568,合同会社Ｂ＆Ｈ,北海道札幌市白石区東札幌四条４丁目６番５号,30004.0,,2022-12-19 00:00:00+09:00,2022,北海道,141.392166,43.049511
6450001012910,ミナミ石油道北株式会社,北海道稚内市はまなす４丁目３４５番地１０,970011.0,,2020-01-28 00:00:00+09:00,2020,北海道,141.728394,45.396786
6450001013215,株式会社ジュンク堂書店旭川,北海道旭川市一条通８丁目１０８番地,700031.0,,2021-02-04 00:00:00+09:00,2021,北海道,142.360046,43.765659
6450001013529,株式会社アクア,北海道富良野市春日町１１番１７号,760054.0,,2022-06-06 00:00:00+09:00,2021,北海道,142.395325,43.341496
6460001005426,ミナミ石油道東株式会社,北海道釧路市星が浦南２丁目６番５号,840913.0,,2020-01-28 00:00:00+09:00,2020,北海道,144.321335,43.010071
6460301004854,ミナミ石油オホーツク株式会社,北海道網走郡美幌町字日の出１丁目２２番地３,920069.0,,2020-01-30 00:00:00+09:00,2020,北海道,144.123169,43.824856
7430001078192,フラワーヒルズ株式会社,北海道札幌市中央区北四条西４丁目１番地１ニュー札幌ビル７階４号室,600004.0,,2023-05-25 00:00:00+09:00,2019,北海道,141.349976,43.065773
7430001078300,株式会社ＨＯＬＩＣ,北海道札幌市中央区南三条西３丁目１１番地Ｎ・ＭＥＳＳＥビル,600063.0,,2019-06-12 00:00:00+09:00,2019,北海道,141.35379,43.057087
7430001079728,北海道エアポート株式会社,北海道千歳市美々９８７番地２２,660012.0,,2022-05-24 00:00:00+09:00,2019,北海道,141.678482,42.787346
7430001080669,株式会社第一広告,北海道札幌市中央区大通西９丁目１番地１,600042.0,,2020-01-17 00:00:00+09:00,2020,北海道,141.343689,43.058685
7430001081007,エミヤソリューション株式会社,北海道札幌市白石区流通センター７丁目８番１号,30030.0,,2020-03-09 00:00:00+09:00,2020,北海道,141.452652,43.038795
7430001082657,今野商事株式会社,北海道滝川市花月町３丁目１番８号,730036.0,,2023-06-19 00:00:00+09:00,2020,北海道,141.909622,43.552185
7430001083515,株式会社福山倉庫,北海道札幌市中央区南三条西１０丁目１００１番地５,600063.0,,2021-03-04 00:00:00+09:00,2021,北海道,141.342758,43.055599
7430001085271,株式会社ＱＵＯＬ,北海道札幌市中央区北一条西１５丁目１番地３大通ハイム５１０,600001.0,,2021-11-02 00:00:00+09:00,2021,北海道,141.333847,43.059322
7430005014029,一般社団法人北海道観光資源創造センター,北海道札幌市中央区南一条西４丁目１６,600061.0,,2022-06-07 00:00:00+09:00,2020,北海道,141.351517,43.059162
7460001005656,オールブルー株式会社,北海道釧路市宝町２番１３号,850025.0,,2022-02-18 00:00:00+09:00,2022,北海道,144.368622,42.992634
7460103001495,合同会社六泉舎,北海道帯広市西八条南１６丁目３番地１−１０１,800018.0,,2022-11-15 00:00:00+09:00,2022,北海道,143.193253,42.912827
8011001132146,株式会社ｋｏｍｈａｍ,北海道札幌市厚別区下野幌テクノパーク１丁目１−１０−２１１号,40015.0,,2021-04-09 00:00:00+09:00,2020,北海道,141.502991,43.031673
8430001078621,ＨＳＫ株式会社,北海道苫小牧市字植苗１６５番地２０,591365.0,,2023-03-03 00:00:00+09:00,2019,北海道,141.676559,42.71851
8430001078662,美涼設備工業株式会社,北海道札幌市白石区米里三条２丁目１番３８号,30873.0,,2020-12-01 00:00:00+09:00,2019,北海道,141.423172,43.080936
8430001080206,株式会社パンジ,北海道札幌市豊平区平岸二条１１丁目３番２１号,620932.0,,2019-11-12 00:00:00+09:00,2019,北海道,141.367584,43.028854
8430001083299,株式会社ユアーズアドバンス,北海道札幌市東区北二十三条東２丁目６番７号,650023.0,,2021-01-29 00:00:00+09:00,2021,北海道,141.352585,43.090172
8430001084108,株式会社ノースウエーブ・ジョブ,北海道札幌市白石区菊水上町三条２丁目５２番２５５,30813.0,,2021-05-20 00:00:00+09:00,2021,北海道,141.388367,43.064526
8430001086525,Ｂｌｕｅ　Ｐｌａｎｅｔ　Ｓｅｎｓｉｎｇ株式会社,北海道岩見沢市有明町南１番地１２,680034.0,,2022-05-10 00:00:00+09:00,2022,北海道,141.759811,43.204048
8430001087572,株式会社ＲＵＣＯ,北海道札幌市中央区北五条西２５丁目３−２ブランシャールＮＥＯ−４０３号室,640825.0,,2022-10-03 00:00:00+09:00,2022,北海道,141.31691,43.062679
8430003012891,八咫商事合同会社,北海道札幌市西区山の手五条２丁目３番２３−２０３号,630005.0,,2021-06-24 00:00:00+09:00,2021,北海道,141.293869,43.073853
8460301004951,株式会社ヤマナカ商会,北海道北見市寿町１丁目１番５号,900065.0,,2021-03-18 00:00:00+09:00,2021,北海道,143.882584,43.809856
9430001079156,株式会社ＴＭＳ,北海道苫小牧市大成町２丁目３番１号,530806.0,,2023-05-26 00:00:00+09:00,2019,北海道,141.568832,42.624825
9430001079577,株式会社Ｍ２Ｍクラフト,北海道札幌市北区北二十三条西５丁目２番３９号,10023.0,,2019-08-09 00:00:00+09:00,2019,北海道,141.343063,43.089348
9430001079676,株式会社八重コンサルティング,北海道札幌市北区北十八条西３丁目１番１−１００２号,10018.0,,2019-08-21 00:00:00+09:00,2019,北海道,141.348129,43.08194
9430001080931,ジャパンロッソ株式会社,北海道札幌市中央区大通西２２丁目１番２３号,640820.0,,2020-02-21 00:00:00+09:00,2020,北海道,141.323822,43.056984
9430001081178,株式会社三好商会,北海道札幌市中央区大通西１８丁目１番地,600042.0,,2020-04-09 00:00:00+09:00,2020,北海道,141.32933,43.058113
9430001081905,花井不動産鑑定株式会社,北海道札幌市厚別区厚別北三条４丁目７番３号,40073.0,,2020-07-15 00:00:00+09:00,2020,北海道,141.477356,43.059444
9430001082886,株式会社牧野建装,北海道苫小牧市字糸井１４９番地９８,530814.0,,2020-12-08 00:00:00+09:00,2020,北海道,141.536957,42.618469
9430001083034,株式会社みらい総合事務機,北海道苫小牧市北光町３丁目１０番１８号,530852.0,,2020-12-25 00:00:00+09:00,2020,北海道,141.57579,42.638958
9430001086805,株式会社クライムピーク,北海道札幌市豊平区平岸二条７丁目４番１３号平岸前田ビル４Ｆ,620932.0,,2023-02-03 00:00:00+09:00,2022,北海道,141.369141,43.035633
9430001086961,株式会社ＢｅＨｏｔ,北海道札幌市中央区南二条西３丁目１３番地４カタオカビル３Ｆ,600062.0,,2022-07-05 00:00:00+09:00,2022,北海道,141.3535,43.058239
9430001087836,ベストリンク株式会社,北海道札幌市清田区里塚三条１丁目１４番１０号,40803.0,,2022-11-11 00:00:00+09:00,2022,北海道,141.459229,42.991882
9430001087935,株式会社北海道救急リリーフ,北海道札幌市中央区南五条東３丁目１４番地１カサブランカ参番館２０３,600055.0,,2022-11-29 00:00:00+09:00,2022,北海道,141.362167,43.056194
9430001087976,北興工業株式会社,北海道室蘭市入江町１番地の６３,510023.0,,2023-04-11 00:00:00+09:00,2022,北海道,140.975067,42.322205
9430001089188,株式会社インターリージョン,北海道江別市文京台緑町５８２,690836.0,,2023-05-24 00:00:00+09:00,2023,北海道,141.508728,43.071857
9430003012503,合同会社ＥＳＰＥＲＡＮＺＡ,北海道登別市美園町２丁目３２番地４,590036.0,,2021-03-10 00:00:00+09:00,2021,北海道,141.048721,42.362888
9440003001249,合同会社フォレスト,北海道檜山郡上ノ国町字北村２６０番地１,490622.0,,2019-01-24 00:00:00+09:00,2019,北海道,140.124832,41.81049
9460101006767,株式会社良和商店,北海道河東郡音更町緑陽台仲区２５番地８,800317.0,,2022-09-20 00:00:00+09:00,2020,北海道,143.197678,42.970913
9460301004777,タカダ・デンキサービス株式会社,北海道北見市常呂町字常呂４６０番地,930210.0,,2021-07-28 00:00:00+09:00,2019,北海道,144.073364,44.120422
1420001016902,ナルド株式会社,青森県八戸市大字石手洗字上石手洗３３番地２７,310013.0,,2020-11-09 00:00:00+09:00,2020,青森県,141.498184,40.482243
2420001017387,株式会社ロコラボ,青森県八戸市大字十三日町１ヴィアノヴァビル３階,310042.0,,2021-04-14 00:00:00+09:00,2021,青森県,141.488846,40.508873
2420002015613,株式会社須藤善石油店,青森県黒石市一番町１７３番地,360301.0,,2021-12-06 00:00:00+09:00,2021,青森県,140.593491,40.648052
3420003002460,斗南コンサルティング合同会社,青森県むつ市新町８番２２号２階,350051.0,,2022-02-18 00:00:00+09:00,2022,青森県,141.208878,41.291386
4420001017583,株式会社三共メディカルアライアンス,青森県弘前市大字文京町６番地１８,368224.0,,2023-01-05 00:00:00+09:00,2021,青森県,140.470779,40.585285
4420003002666,合同会社日月興林,青森県むつ市大畑町本町２４３番地８,394401.0,,2023-02-17 00:00:00+09:00,2022,青森県,141.159592,41.398254
5420001017203,ジリア商事株式会社,青森県八戸市吹上５丁目８番１２号,310003.0,,2022-02-28 00:00:00+09:00,2020,青森県,141.498581,40.494137
5420001017450,株式会社新盛電業,青森県むつ市昭和町２３番１８号,350052.0,,2021-05-28 00:00:00+09:00,2021,青森県,141.204407,41.281559
5420001018291,株式会社金虎,青森県八戸市東白山台４丁目１０番１０号,391111.0,,2023-06-08 00:00:00+09:00,2023,青森県,141.471909,40.479229
6420001017771,株式会社Ｋ．Ｏ建設,青森県むつ市荒川町１５番１１号,350079.0,,2022-03-18 00:00:00+09:00,2022,青森県,141.163681,41.293964
6420001017879,株式会社Ｏｋｕｄａ,青森県五所川原市大字福山字実吉７３番地４,370612.0,,2022-06-03 00:00:00+09:00,2022,青森県,140.49472,40.77845
7420001016442,鹿島建設株式会社,青森県三戸郡南部町大字沖田面字沖中１２６番地８,390105.0,,2019-01-15 00:00:00+09:00,2019,青森県,141.282471,40.420063
7420001017341,株式会社田澤板金工業,青森県南津軽郡田舎館村大字大根子字村立５８番地１,381133.0,,2021-03-23 00:00:00+09:00,2021,青森県,140.520416,40.63821
7420001018109,株式会社まるたか屋,青森県青森市浪岡大字女鹿沢字平野５番地１３,381331.0,,2023-01-11 00:00:00+09:00,2023,青森県,140.567688,40.704014
7420003002515,合同会社白扇工業,青森県青森市大字小橋字福田２６番地２０,301272.0,,2022-05-09 00:00:00+09:00,2022,青森県,140.647034,40.921513
8420001017662,株式会社銀座商店,青森県青森市大字駒込字桐ノ沢１２１番地３,300955.0,,2021-11-26 00:00:00+09:00,2021,青森県,140.796005,40.789402
8420001017951,株式会社プレコム,青森県青森市浜田２丁目８番６号,300843.0,,2023-04-19 00:00:00+09:00,2022,青森県,140.753021,40.801273
9420001016639,青森タグボート株式会社,青森県青森市勝田２丁目２４番７号,300821.0,,2019-06-21 00:00:00+09:00,2019,青森県,140.759598,40.817001
9420001016705,ミナミ石油東北株式会社,青森県五所川原市金木町嘉瀬雲雀野１１３番地３,370204.0,,2019-08-28 00:00:00+09:00,2019,青森県,140.466064,40.88068
9420001017554,Ａｉ　ａｎｄ　Ｆｏｒｅｓｔｒｙ株式会社,青森県十和田市元町西２丁目１３番４０号,340002.0,,2022-10-05 00:00:00+09:00,2021,青森県,141.20195,40.624092
9420001017579,株式会社ミミずく,青森県弘前市大字城南１丁目１６番地１７,368232.0,,2021-09-03 00:00:00+09:00,2021,青森県,140.471039,40.578476
9420001017942,Ａｉヘルスケア株式会社,青森県八戸市湊高台１丁目３番６号,310823.0,,2022-07-11 00:00:00+09:00,2022,青森県,141.532089,40.508774
1400001016177,株式会社大将水産,岩手県陸前高田市高田町字大隅９３番地１,292205.0,,2023-03-15 00:00:00+09:00,2023,岩手県,141.630951,39.031429
2400001014980,いわぎんリサーチ＆コンサルティング株式会社,岩手県盛岡市中央通１丁目２番３号,200021.0,,2022-04-04 00:00:00+09:00,2020,岩手県,141.150192,39.703991
2400001015021,株式会社イノベーションラボ岩手,岩手県盛岡市上田４丁目３番５号,200066.0,,2020-05-01 00:00:00+09:00,2020,岩手県,141.134842,39.718323
2400005008228,一般財団法人岩手県薬剤師会検査センター,岩手県盛岡市上堂３丁目１７番３７号,200125.0,,2022-04-04 00:00:00+09:00,2022,岩手県,141.128372,39.728882
4400001015432,杜福サポート株式会社,岩手県盛岡市松園３丁目５番１号,200107.0,,2021-04-27 00:00:00+09:00,2021,岩手県,141.162827,39.749393
5400001015613,株式会社リアライズ岩手,岩手県花巻市台第２地割５７番地９,250305.0,,2021-09-29 00:00:00+09:00,2021,岩手県,141.066315,39.448818
6020001134137,株式会社ＤＡＬＩＦＩＬＭＳ,岩手県二戸市福岡字橋場１８番地５,286101.0,,2020-10-07 00:00:00+09:00,2019,岩手県,141.29776,40.265156
6400001015471,Ｄｅｆｉｏｓ株式会社,岩手県滝沢市巣子１５２番地４０９第２イノベーションセンターＩＰＵシェアデスク,200611.0,,2021-06-03 00:00:00+09:00,2021,岩手県,141.131531,39.799114
6400001015538,水沢不動産鑑定株式会社,岩手県奥州市水沢佐倉河字石橋１７番地１,230003.0,,2021-07-28 00:00:00+09:00,2021,岩手県,141.153381,39.147736
6400001015686,株式会社コネクト,岩手県北上市有田町９番５０号,240081.0,,2021-12-03 00:00:00+09:00,2021,岩手県,141.105438,39.293903
8400001016138,株式会社カモシカ,岩手県滝沢市巣子１５２番地４０９ＩＰＵ第２イノベーションセンター,200611.0,,2023-01-25 00:00:00+09:00,2023,岩手県,141.131531,39.799114
8400003002532,ＣＵ合同会社,岩手県盛岡市北飯岡２丁目１９番２８号,200857.0,,2019-10-30 00:00:00+09:00,2019,岩手県,141.129181,39.674507
